"gamename",positive,negative,rating
"Terracosmic",7,5,0.5448
"Terracotta - Shards of Doom",6,0,0.7217
"Terraform",35,8,0.7135
"Terraformer Expedition to Mars",14,23,0.4191
"Terraforming Earth",20,0,0.8
"Terraforming Mars",2459,757,0.7413
"TERRAGEARTH",5,0,0.7084
"Terramancer",1,1,0.5
"Terraria",709439,15012,0.971
"Terrarium Land",5,2,0.5997
"TerraTech",12585,1428,0.8756
"Terrawurm",6,0,0.7217
"Terrene - An Evidence Of Life Game",17,1,0.7613
"Terrian Saga: KR-17",185,65,0.6945
"Terrible Beast from the East",44,52,0.4688
"Terrible Laboratory",203,40,0.7713
"Territory Idle",984,227,0.7757
"Terro Lunkka Adventures",5,4,0.5278
"Terroir",238,86,0.6934
"Terror",6,8,0.4602
"Terror for Two",1,3,0.404
"Terror In The Atomic Desert",8,3,0.6197
"TERROR LAB",46,33,0.5603
"TERROR SQUID",10,2,0.6793
"Terrorarium",20,6,0.6694
"Terrordrome - Reign of the Legends",49,8,0.7537
"Terrorhedron",955,185,0.7971
"TERRORHYTHM (TRRT)",60,24,0.658
"Terrorist Elimination",4,17,0.3125
"TerTD",1,0,0.5942
"Tesla Breaks the World!",7,44,0.2477
"Tesla Effect",987,141,0.8298
"Tesla Force",80,16,0.7492
"Tesla vs Lovecraft",806,90,0.8479
"Tesla: The Weather Man",4,1,0.6251
"Teslagrad",1817,317,0.8165
"Teslapunk",9,0,0.75
"Tesla's Tower: The Wardenclyffe Mystery",5,1,0.6478
"Tess Elated",9,3,0.6345
"Tessa's Ark",17,9,0.5968
"TesserAct",6,10,0.4283
"Tesseract VR",14,9,0.5669
"test",8,24,0.3373
"Test Drive®: Ferrari Racing Legends",164,124,0.5568
"Test Of Courage",14,2,0.7152
"Test Subject 901",34,9,0.6976
"Test Tube Titans",48,12,0.713
"Test Tube Titans: Taster Trial",4,0,0.692
"Test your knowledge: Cats",13,7,0.59
"Test your knowledge: Cities",15,5,0.65
"Test your knowledge: Dogs",17,5,0.6666
"Testbed Terror",4,1,0.6251
"Tested on Humans: Escape Room",79,5,0.8248
"Tethered",144,28,0.7657
"Tetra Cube",24,1,0.7875
"Tetra Project - ????",490,23,0.8856
"Tetradecagon",12,2,0.6991
"TetraLogical",19,0,0.7971
"Tetraminos",33,19,0.5939
"Tetrapulse",1,0,0.5942
"TETRA's Escape",15,2,0.7222
"Tetripank",4,18,0.3056
"Tetris® Ultimate",126,284,0.3388
"Tetrobot and Co.",408,10,0.8988
"Tetrogue Dragons",1,0,0.5942
"Tetron",3,0,0.6706
"Tetropunk",39,13,0.6743
"TETRUX: Online",85,9,0.8016
"Tetsoidea Eternal",0,3,0.3294
"Tetsumo Party",7,1,0.6815
"TEVA",70,37,0.6165
"Tevris",0,5,0.2916
"Tex Murphy: Martian Memorandum",29,10,0.6633
"Tex Murphy: Mean Streets",47,21,0.6377
"Tex Murphy: Overseer",14,17,0.4687
"Tex Murphy: The Pandora Directive",45,7,0.7548
"Tex Murphy: Under a Killing Moon",91,3,0.8492
"Tex-Mechs",160,14,0.8309
"TEXT",31,9,0.6851
"Text RPG",9,1,0.7057
"Text Twisted Pro",1,3,0.404
"Text Wormhole",42,5,0.7709
"TEXT: Russia",3,1,0.596
"Textreme 2",2,0,0.6408
"Tezz",17,0,0.7905
"Tezz: Portals",13,0,0.7741
"Thanks For Listening",1,0,0.5942
"Thanksgiving Day Mosaic",12,1,0.7319
"Tharn",4,1,0.6251
"Tharsis",1599,670,0.6847
"That Dam Level redux",2,1,0.5569
"That Dragon, Cancer",1113,115,0.8586
"That Lava Escape Game",2,0,0.6408
"That Old Time Religion",27,8,0.6791
"That Which Binds Us",6,1,0.6662
"That's Mahjong!",76,40,0.6182
"That's Pretty Clever",5,0,0.7084
"Thaumistry: In Charm's Way",50,0,0.8469
"THC",7,4,0.5718
"The Quiet, Please! Collection",4,0,0.692
"The 111th Soul",92,42,0.644
"The 11th Hour",79,102,0.4497
"The 13th Doll: A Fan Game of The 7th Guest",121,7,0.8422
"THE 2048",56,7,0.7777
"The 25th Ward: The Silver Case",139,14,0.8188
"The 37th Week",1,5,0.3522
"The 39 Steps",1083,353,0.7257
"The 50 States Quiz",30,2,0.7848
"The 7th Circle",32,7,0.7149
"The 7th Guest",283,149,0.6302
"The 7th Guest: 25th Anniversary Edition",79,24,0.701
"The 8th Day",6,18,0.3449
"The 9th Gate",21,9,0.6289
"The Abbey",32,22,0.5649
"The Abbey - Director's cut",9,1,0.7057
"The Abbey of Crime Extensum",175,31,0.7793
"The Ables: Freepoint High",19,6,0.6625
"The Academy",24,15,0.5774
"The Admin",9,23,0.3576
"The adventure of Kroos",14,9,0.5669
"The Adventure of Magical Girl",76,11,0.7765
"The Adventure of NAYU",350,10,0.892
"The Adventure Pals",1053,94,0.8679
"The Adventurer - Episode 1: Beginning of the End",88,94,0.487
"The Adventurer - Episode 2: New Dreams",0,1,0.4058
"The Adventurer and His Backpack",49,13,0.7069
"The Adventures of 00 Dilly®",1,0,0.5942
"The Adventures of Alvis",4,6,0.4486
"The Adventures of Capitano Navarro",15,32,0.3755
"The Adventures of Clive McMulligan on Planet Zeta Four",12,0,0.769
"The Adventures of Crackhead Jack: Overdose Edition",15,0,0.783
"The Adventures of Eggbert",9,3,0.6345
"The Adventures of Elena Temple: Definitive Edition",36,2,0.7989
"The Adventures of Fatman",57,23,0.6559
"The Adventures of Fatman: Intergalactic Indigestion",1,5,0.3522
"The Adventures of Fei Duanmu ??????",1493,124,0.8775
"The Adventures of Fluffy",7,20,0.3475
"The Adventures of Jason and the Argonauts",18,4,0.6944
"The Adventures of Kusoge",0,3,0.3294
"The Adventures of Looppy",67,2,0.8399
"The Adventures of Mr. Bobley",239,135,0.6157
"The Adventures of Mr. Fluffykins",8,7,0.5189
"The Adventures of Nick & Willikins",99,9,0.8152
"The Adventures of Perseus",14,7,0.6009
"The Adventures of Sam Carlisle: The Hunt for the Lost Treasure",2,0,0.6408
"The Adventures of Spunk Dodgers and Splat",1,0,0.5942
"The Adventures of Sullivan",9,2,0.6676
"The Adventures of Team Australia",1,0,0.5942
"The Adventures of Ten and Till",21,1,0.7777
"The Adventures of Tree",349,99,0.7346
"The Adventures of Willow and Ash",1,0,0.5942
"The Adventures of Wolf and Hood - A Jigsaw Tale",9,0,0.75
"The Adventures on Uranus",2,0,0.6408
"The Adventurous Four",12,3,0.6698
"The Aegis Saga",4,4,0.5
"The Aether: Life as a God",23,6,0.6878
"The Afterglow of Grisaia",78,3,0.8401
"The Age of Decadence",2338,508,0.7922
"The Agency of Anomalies: Cinderstone Orphanage Collector's Edition",7,0,0.7326
"The Agency of Anomalies: Mind Invasion Collector's Edition",5,2,0.5997
"The Agency of Anomalies: Mystic Hospital Collector's Edition",12,0,0.769
"The Agency of Anomalies: The Last Performance Collector's Edition",3,2,0.5417
"The Agency: Chapter 1",27,12,0.629
"The Agency: Chapter 2",6,6,0.5
"The Agony",125,98,0.5487
"The Ai Games",3,2,0.5417
"The Airship Designer",0,1,0.4058
"The Albatross",25,32,0.4567
"The Albino Hunter",243,80,0.708
"The Alchemist's House",157,65,0.6665
"The Alien Trials",9,1,0.7057
"The Alliance Alive HD Remastered",100,16,0.7757
"The Almost Gone",239,35,0.8036
"The Alpha 001 | TAZZO",1,1,0.5
"The Alpha Device",50,32,0.5807
"The Amazing Adventures of Ash - Afterparty",7,2,0.6389
"The Amazing Adventures of Lady Fanny Featherstone",1,0,0.5942
"The Amazing Bernard",8,4,0.5897
"The Amazing Fantastics",21,3,0.7327
"The Amazing Shinsengumi: Heroes in Love",56,37,0.5761
"The Amazing Shrinking Giraffe",69,14,0.744
"The Amazonian Dread",0,9,0.25
"The Ambassador: Fractured Timelines",99,36,0.6802
"The Amber Throne",127,27,0.7535
"The American Dream",67,34,0.6228
"The Ancient Labyrinth",11,3,0.6593
"The Ancient Lands",1,0,0.5942
"The Ancient Remains",3,6,0.4167
"The Angel Inn",19,2,0.7451
"The Angry Banana",5,2,0.5997
"The Animal Bash",10,0,0.7571
"The Anomaly",9,1,0.7057
"The Answer is 42",72,4,0.8264
"The Antidote",9,4,0.6054
"The Apartment",16,11,0.5586
"The Apogee Throwback Pack",244,26,0.8289
"The Apotheosis Project",27,25,0.5134
"The Aquatic Adventure of the Last Human",280,79,0.7324
"THE ARCHER: Dead Hunt",9,13,0.4445
"The Archetype",24,31,0.4553
"The Architect",21,12,0.5892
"The Architect: Paris",83,21,0.7246
"The Archotek Project",385,303,0.5513
"The Arcslinger",2,1,0.5569
"The Arena Guy",1,0,0.5942
"the Ark of Horizon",345,296,0.5328
"The Armament Project",2,3,0.4583
"The Armclaw Experiment",4,4,0.5
"THE ART - Metamorphosis",45,6,0.766
"The Art of Fight",235,116,0.6405
"The Art Theft by Jay Doherty",24,2,0.7662
"The Artifact",111,56,0.6295
"The Artifacts",1,0,0.5942
"The Artist",2,3,0.4583
"The Assembly",102,36,0.685
"The Asskickers",20,60,0.3166
"The Asteroid Belt's Trial",0,1,0.4058
"The Astonishing Game",20,3,0.7276
"The Astral Hero",46,37,0.5399
"The Astro Parcel Service",2,0,0.6408
"The Astrolarix",1,0,0.5942
"The Astronomy Game",3,0,0.6706
"The Automatician",13,7,0.59
"The Average Everyday Adventures of Samantha Browne",779,182,0.7713
"The Awakening",28,26,0.513
"The Away Team",62,20,0.6884
"The Awesome Adventures of Captain Spirit",10738,841,0.9018
"THE AWKWARD STEVE DUOLOGY",39,1,0.8197
"The Backrooms",7,10,0.4487
"The Backrooms Game FREE Edition",1136,230,0.7939
"The Backrooms Simulator",6,3,0.5833
"The Baconing",169,44,0.7351
"The Bad Gravedigger",17,13,0.543
"The Balcony",21,8,0.6436
"The Ball",702,241,0.7133
"The Ball Adventure",1,2,0.4431
"The Ball Encounter",6,6,0.5
"The Ballad Singer",60,15,0.7185
"The Balloonist: Beyond the Clouds",4,0,0.692
"The Banana Saved The World",1,0,0.5942
"The Banner Saga",11881,1417,0.8709
"The Banner Saga 2",2471,276,0.8627
"The Banner Saga 3",1510,340,0.7834
"The Banner Saga: Factions",601,218,0.7028
"The Barbarian and the Subterranean Caves",35,12,0.6684
"The Bard's Tale",789,246,0.7299
"The Bard's Tale IV",978,482,0.6509
"The Bard's Tale IV: Director's Cut",595,185,0.7274
"The Bard's Tale Trilogy",883,38,0.9
"The baron got you again",6,5,0.5239
"The Base",5,4,0.5278
"The Basement Collection",970,165,0.812
"The Basilisk",13,5,0.6306
"The Battle for Sector 219",18,17,0.5094
"The Battle Of Ages",2,1,0.5569
"The Battle of Angels",13,2,0.7075
"The Battle Of Mahjong",11,11,0.5
"The Battle of Polytopia",1314,54,0.9082
"The Battle of Sol",57,37,0.5794
"The battle of Visby",4,6,0.4486
"The Battles of Spwak",0,1,0.4058
"The Battles of Spwak 3",10,2,0.6793
"The Beanstalk",9,4,0.6054
"The Beard in the Mirror",14,2,0.7152
"The Beardless Wizard",12,0,0.769
"The Bears And The Bees",17,2,0.7345
"The Beast Inside",2441,449,0.8133
"The Beast of Gevaudan",3,1,0.596
"The Beast of Stormy Forest",3,2,0.5417
"The beasts of 9500",268,148,0.6208
"The beauties&zombies of beach for VR",7,4,0.5718
"The Bedtime Story",11,7,0.5653
"The Beggar's Ride",130,28,0.7526
"The Beginner's Guide",14588,2219,0.8483
"The Bell Chimes for Gold",10,2,0.6793
"The Bellows",191,33,0.7836
"The Benjamins",3,5,0.4395
"The Benza RPG",9,1,0.7057
"The Bible - Exodus",6,2,0.621
"The big head of the Jurassic",6,1,0.6662
"The Big Heap",4,0,0.692
"The Big Journey",210,23,0.8236
"The Big Secret of a Small Town",60,31,0.6185
"The Big SokoBang",2,0,0.6408
"The Binding of Isaac",47878,2190,0.9387
"The Binding of Isaac: Rebirth",138641,2779,0.9668
"The Binding of YOU",11,9,0.53
"The Bits That Saved The Universe",9,3,0.6345
"The Black Death",1223,939,0.5592
"The Black Heart",67,2,0.8399
"The Black Knight",1,0,0.5942
"The Black Masses",481,214,0.6653
"The Black Watchmen",595,65,0.8447
"The Black Widow",3,2,0.5417
"The Blackbird of Amor",2,0,0.6408
"The Blackout Club",1739,336,0.8042
"The Blackwell Legacy",1034,121,0.8479
"The Blame",23,3,0.742
"The Blind Prophet",179,18,0.8255
"The Blobs Fight",3,0,0.6706
"The Bloobles and the Quest for Chocolate",0,1,0.4058
"The Blood Eclipse",0,4,0.308
"The Blue Box",8,0,0.7419
"The Blue Flamingo",277,317,0.4713
"The Bluecoats: North & South",22,12,0.5966
"The Bluecoats: North vs South",146,171,0.4675
"The Blueness of a Wound",1,1,0.5
"The Body Changer",41,11,0.7012
"The Body VR: Journey Inside a Cell",216,19,0.8382
"The Bonfire 2: Uncharted Shores",100,59,0.601
"The Bonfire: Forsaken Lands",104,42,0.6651
"The Boogie Man",79,23,0.7065
"The book of commands : Lost Symbol",3,1,0.596
"The Book of Desires",27,31,0.4756
"The Book of Distance",83,1,0.86
"The Book of Legends",171,80,0.647
"The Book of Regrets",8,0,0.7419
"The Book of Shadows",2,0,0.6408
"The Book of Unwritten Tales",1630,154,0.8702
"The Book of Unwritten Tales 2",705,65,0.8594
"The Book of Unwritten Tales: The Critter Chronicles",316,62,0.7797
"The Book Of Yorle",1,1,0.5
"The Botanist",18,6,0.6706
"The Bottom of the Well",440,74,0.8017
"The Bounty: Deluxe Edition",11,0,0.7634
"The BoX",9,1,0.7057
"THE BOX VR",5,3,0.5605
"The Boy Who Typed Wolf",1,5,0.3522
"The Bradwell Conspiracy",38,19,0.6176
"The Breach: A VR Escape Game",1,6,0.3338
"the Breath.",2,3,0.4583
"The Breeding: The Fog",6,25,0.3015
"The Bridge",3288,439,0.8501
"The Brink ???",12,5,0.6196
"The Brink ??????",33,7,0.7187
"The Broken Seal",161,18,0.8158
"The Broken Seal: Arena",5,2,0.5997
"The Brookhaven Experiment",715,110,0.8181
"The Broston Saga",3,1,0.596
"The Bug Butcher",1010,105,0.8567
"The Bunker",740,301,0.6848
"The Bunker 69",184,39,0.7614
"The Bureau: XCOM Declassified",7573,3275,0.686
"The Burning Descent",6,1,0.6662
"The Bus",1085,208,0.7999
"The Butterfly Sign",123,67,0.617
"The Butterfly Sign: Human Error",40,37,0.5142
"The Button Witch",25,0,0.8125
"The Cabin",2,0,0.6408
"The Cabin: VR Escape the Room",51,31,0.5897
"The Cabinets of Doctor Arcana",34,4,0.7637
"The Cable Center - Virtual Archive",9,2,0.6676
"The Cage ?",20,10,0.6074
"The Caligula Effect: Overdose",246,74,0.7215
"The Call",3,5,0.4395
"The Call Centre",1,1,0.5
"The Call of Karen",575,166,0.7382
"The Cameron Files: The Secret at Loch Ness",34,26,0.5473
"The Campaign Series: Fall Weiss",25,45,0.3967
"The Captain is Dead",31,8,0.6977
"The Captives: Plot of the Demiurge",17,0,0.7905
"The Capture Worlds",8,1,0.6944
"The Caregiver | ????",63,11,0.7556
"The Caretaker",4,5,0.4722
"The Caribbean Sail",260,17,0.858
"The Case Book of Arne",118,4,0.8575
"The Casebook of Arkady Smith",2,5,0.4003
"The Cassir Simulator",18,1,0.7658
"The Castle",13,1,0.7389
"The Castle Disaster",77,28,0.676
"The Castle Disaster 2",8,14,0.4167
"The Castle Doctrine",192,189,0.5033
"The Castles of Dr. Creep",29,4,0.7478
"The Cat and the Box",4,1,0.6251
"The Cat and the Coup",913,60,0.8831
"The Cat and the Coup (4K Remaster)",19,1,0.77
"The Cat Banny",13,1,0.7389
"The Cat Games",696,82,0.8414
"The Cat Lady",4065,295,0.8976
"The Cat Machine",124,9,0.8334
"The Cat! Porfirio's Adventure",237,55,0.7553
"The Catacombs of Solaris Revisited",20,1,0.774
"The Catch: Carp & Coarse Fishing",132,70,0.6225
"The Cathedral: Allison's Diary",7,3,0.6028
"The Cave",2037,307,0.8333
"The Cave VR",3,3,0.5
"The Cavern",7,8,0.4811
"The Cells",5,2,0.5997
"The Celtos",95,24,0.7277
"The Cerberus Project",5,2,0.5997
"The Challenge",20,32,0.4195
"The Chambers",4,2,0.5739
"The change",1,0,0.5942
"The Change Architect",17,8,0.6125
"The Chaos Engine",231,123,0.6265
"The Chaos Gene",3,0,0.6706
"The Charm of Love",9,3,0.6345
"The Charming Empire",39,25,0.5782
"The Charnel House Trilogy",443,98,0.7709
"The Chase",2,0,0.6408
"The Chasm",1,1,0.5
"The Chemist",48,32,0.5734
"The Cherry Orchard",28,0,0.8186
"The Chess Variants Club",26,2,0.773
"The Childs Sight",4,0,0.692
"The Chills",13,12,0.5125
"The Choice of Life: Middle Ages",158,19,0.8101
"The Chosen RPG",802,338,0.6791
"The Chosen Warriors",33,11,0.6705
"The Christmas Gifts",6,7,0.4789
"The Christmas Spirit: Grimm Tales Collector's Edition",12,0,0.769
"The Christmas Spirit: Journey Before Christmas Collector's Edition",2,1,0.5569
"The Chronicles of Confucius's Journey",7,1,0.6815
"The Chronicles of Dragon Wing - Reborn",162,39,0.7441
"The chronicles of Emerland. Solitaire.",104,32,0.7045
"The Chronicles of Hercules: The 12 Labours",8,0,0.7419
"The Chronicles of Jonah and the Whale",16,3,0.7033
"The Chronicles of Joseph of Egypt",9,1,0.7057
"The Chronicles of King Arthur - Episode 1: Excalibur",10,7,0.5513
"The Chronicles of King Arthur: Episode 2 - Knights of the Round Table",12,2,0.6991
"The Chronicles of Moses and the Exodus",4,0,0.692
"The Chronicles of Noah's Ark",7,3,0.6028
"The Chronicles of Nyanya",132,7,0.8481
"The Chronicles of Quiver Dick",171,10,0.8519
"The Chronicles of Robin Hood - The King of Thieves",9,0,0.75
"The Church in the Darkness",57,32,0.6042
"The Cinema Rosa",27,4,0.7403
"The Citadel",276,24,0.8446
"The City of Time",10,2,0.6793
"The Civil War",2,1,0.5569
"The Clans - Saga of the Twins",22,40,0.3965
"The Clean Up Clyde Collection",8,0,0.7419
"The Cleansing",6,4,0.5514
"The Climate Trail",4,2,0.5739
"The Climber",1,2,0.4431
"The Clockwork Man",47,36,0.5488
"The Clockwork Man: The Hidden World",45,24,0.6098
"The Clouds Travel Notes",7,1,0.6815
"The Club",74,63,0.531
"The Coin Game",2689,106,0.9197
"The Cold War Era",17,9,0.5968
"The Collider",784,159,0.7892
"The Collider 2",33,11,0.6705
"The Colonists",638,106,0.8087
"The Colony",3,12,0.4003
"The Color of the Roses",10,2,0.6793
"The Coma",267,29,0.8296
"The Coma 2: Vicious Sisters",1522,49,0.9177
"The Coma: Recut",816,167,0.7886
"The Commission 1920",19,3,0.7221
"The Commission: Organized Crime Grand Strategy",19,22,0.4753
"The Communist Dogifesto",8,2,0.6542
"The Complex",1250,363,0.7452
"The Concourse",19,3,0.7221
"The Confession",591,20,0.8996
"The Confines Of The Crown",197,23,0.8176
"The Conquest of Go",145,14,0.8225
"The Construct",21,29,0.4445
"The Consuming Shadow",294,15,0.8712
"The Contact",2,6,0.379
"The Convenience Store | ????",798,141,0.8053
"The Cooking Game",105,52,0.632
"The Cooking Game VR",34,14,0.6438
"The Copper Canyon Shoot Out",6,4,0.5514
"The Coroner Saga",3,7,0.3972
"The Corporate Machine",48,31,0.5788
"THE CORRIDOR",227,18,0.8452
"The Corridor: On Behalf Of The Dead",17,6,0.6473
"The Council",3096,543,0.8211
"The Council of Hanwell",44,26,0.5929
"The Count Lucanor",1329,71,0.8985
"The Count of Monte Carlo",7,0,0.7326
"The Counting Kingdom",98,2,0.8604
"The Cows Are Watching",20,6,0.6694
"The Crater",5,2,0.5997
"The Creature",9,2,0.6676
"The Crew",10174,4662,0.6755
"The Crew 2",33931,8777,0.7826
"The Crimson Diamond: Chapter 1",29,1,0.8007
"The Crooked Man",385,32,0.8545
"The Cross Horror Game",13,7,0.59
"The Crowded Party Game Collection",16,8,0.6034
"The Crown of Leaves",1075,35,0.9117
"The Crow's Eye",114,35,0.7064
"The Cryptkeepers of Hallowford",6,2,0.621
"The Cryptologist Room",3,1,0.596
"The Crystal Nebula",16,2,0.7286
"The Cube",8,0,0.7419
"The Cube Hotel(Ning's Wing 2)",4,5,0.4722
"The Cubedex of Brass and Wood",3,0,0.6706
"The Cubicle.",532,74,0.823
"The Culling",10421,7775,0.5689
"The Culling 2",29,135,0.2463
"The Culling Of The Cows",2458,861,0.7196
"The Cult: Marduk's Longest Night",23,2,0.7625
"The Cup",13,10,0.5402
"The Curious Study of Dr. Blackwood - A VR Tech Demo",18,3,0.7163
"The Curious Tale of the Stolen Pets",118,14,0.8036
"The Curse of Illmoore Bay",2,0,0.6408
"The Curse of Kubel",203,59,0.7235
"The Curse of Monkey Island",1209,30,0.92
"The Curse of Nordic Cove",15,13,0.5228
"The Curse of the Werewolves",17,5,0.6666
"The Curse Of Yendor",62,1,0.8457
"The Curse of Zigoris",2,3,0.4583
"The Cursed Crusade",255,137,0.6256
"The Cursed Forest",504,65,0.8287
"The Cursed Revolver",13,2,0.7075
"The Cursed Tower",62,31,0.6242
"The Damathos Clan",0,2,0.3592
"The Dame Was Loaded",11,3,0.6593
"The Dandelion Girl: Don't You Remember Me?",93,5,0.8364
"The Daring Mermaid Expedition",11,9,0.53
"The Dark",1,2,0.4431
"The Dark Age I : Zordon's Empire",1,3,0.404
"The Dark Crystal: Age of Resistance Tactics",69,22,0.692
"The Dark Eye : Book of Heroes",70,102,0.4267
"The Dark Eye: Chains of Satinav",1624,256,0.8262
"The Dark Inside Me",87,43,0.6302
"The Dark Legions",73,21,0.7064
"The Dark Method",6,1,0.6662
"The Dark Occult",515,245,0.6535
"The Dark Pictures Anthology: Little Hope",2636,825,0.7391
"The Dark Pictures Anthology: Man of Medan",4213,1625,0.7054
"The Dark Room",105,9,0.8201
"The Dark Side",10,4,0.6195
"The Dark Side of the Moon",30,5,0.7357
"The Dark Stares Back",2,0,0.6408
"The Dark Stone from Mebara",113,80,0.568
"The Dark: Survival RPG",13,5,0.6306
"The Darkest Island",16,3,0.7033
"The Darkest Woods",27,6,0.7081
"The Darkest Woods 2",16,4,0.68
"The Darkness",6,24,0.3067
"The Darkness II",14909,1452,0.8891
"The Darkside Detective",1676,96,0.8989
"The Darkside Detective: A Fumble in the Dark",52,1,0.8363
"The Dawn of Art",98,7,0.8269
"The Day I Died",10,2,0.6793
"THE DAY Online",351,256,0.5669
"The Day They Came",2,6,0.379
"The Day They Landed",1,3,0.404
"The Dead Cloud Forest",2,5,0.4003
"The Dead Sea is changing",70,245,0.2713
"The Dead Tree of Ranchiuna",40,15,0.6596
"The Deadly Tower of Monsters",1049,138,0.8382
"The Deal",46,4,0.7914
"The Dealer",3,1,0.596
"The Death of Erin Myers",96,24,0.7292
"The Debug™",33,8,0.7059
"The Deed",2109,229,0.8631
"The Deed II",49,3,0.8084
"The Deed: Dynasty",356,44,0.8258
"The Deep Paths: Labyrinth Of Andokost",66,46,0.5678
"The Deepest",0,5,0.2916
"The Deepest House",2,0,0.6408
"The Deer",7,5,0.5448
"The Deer God",294,170,0.6126
"The Defender: Farm and Castle",861,92,0.8523
"The Defender: Farm and Castle 2",5,3,0.5605
"The Defenders: The Second Wave",46,39,0.5304
"The Deletion",155,49,0.7075
"The Demon - Nicolas Eymerich Inquisitor Audiogame",2,1,0.5569
"The Demon Crystal",11,0,0.7634
"The Demon Rush: Legends Corrupt",1,0,0.5942
"The Den of Chaos - ??????~?????19?????~",0,0,0
"The Den of Worms",4,0,0.692
"The Departure",3,5,0.4395
"The Depths of Tolagal",31,4,0.7546
"The Descendant",4239,578,0.8504
"The Desert's Rose",3,3,0.5
"The Designer's Curse",441,47,0.8411
"The Desolate Hope",918,95,0.8557
"The Detail",453,169,0.6954
"The Detective Chapters: Part One",3,2,0.5417
"The detective ChuLin",2,2,0.5
"The Developer",15,4,0.672
"THE DEVIL HAUNTS ME",108,8,0.8283
"The Devil's Calculator",54,3,0.8156
"The Devil's Garden",2,6,0.379
"The Devil's Womb",30,1,0.803
